# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	249932	250738	+						30411096	MCBB_RS01150	807		old_locus_tag=MCBB_0232
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	249932	250738	+	WP_071905893.1	WP_071905893.1		DUF5518 domain-containing protein		30411096	MCBB_RS01150	807	268	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	251020	251229	+						30411097	MCBB_RS01155	210		old_locus_tag=MCBB_0233
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	251020	251229	+	WP_071905894.1	WP_071905894.1		4Fe-4S binding protein		30411097	MCBB_RS01155	210	69	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	251219	252343	+						30411098	MCBB_RS01160	1125		old_locus_tag=MCBB_0234
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	251219	252343	+	WP_071905895.1	WP_071905895.1		2-oxoacid:acceptor oxidoreductase subunit alpha		30411098	MCBB_RS01160	1125	374	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	252519	253385	+						30411099	MCBB_RS01165	867		old_locus_tag=MCBB_0235
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	252519	253385	+	WP_071905896.1	WP_071905896.1		2-oxoacid:ferredoxin oxidoreductase subunit beta		30411099	MCBB_RS01165	867	288	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	253389	253946	+						30411100	MCBB_RS01170	558		old_locus_tag=MCBB_0236
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	253389	253946	+	WP_071905897.1	WP_071905897.1		2-oxoacid:ferredoxin oxidoreductase subunit gamma		30411100	MCBB_RS01170	558	185	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	253948	255054	+					sucC	30411101	MCBB_RS01175	1107		old_locus_tag=MCBB_0237
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	253948	255054	+	WP_071905898.1	WP_071905898.1		ADP-forming succinate--CoA ligase subunit beta	sucC	30411101	MCBB_RS01175	1107	368	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	255361	256443	-						30411102	MCBB_RS01180	1083		old_locus_tag=MCBB_0238
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	255361	256443	-	WP_071905899.1	WP_071905899.1		hypothetical protein		30411102	MCBB_RS01180	1083	360	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	256761	257633	-						30411103	MCBB_RS01185	873		old_locus_tag=MCBB_0239
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	256761	257633	-	WP_071905900.1	WP_071905900.1		DUF1002 domain-containing protein		30411103	MCBB_RS01185	873	290	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	257861	258775	-					twy1	30411104	MCBB_RS01190	915		old_locus_tag=MCBB_0240
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	257861	258775	-	WP_071907943.1	WP_071907943.1		4-demethylwyosine synthase TYW1	twy1	30411104	MCBB_RS01190	915	304	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	259713	260204	+						30411105	MCBB_RS01195	492		old_locus_tag=MCBB_0241
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	259713	260204	+	WP_071905901.1	WP_071905901.1		hypothetical protein		30411105	MCBB_RS01195	492	163	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	261066	261686	+						30411106	MCBB_RS01200	621		old_locus_tag=MCBB_0242
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	261066	261686	+	WP_071905902.1	WP_071905902.1		hypothetical protein		30411106	MCBB_RS01200	621	206	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	262494	263018	+						30411107	MCBB_RS01205	525		old_locus_tag=MCBB_0243
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	262494	263018	+	WP_071905903.1	WP_071905903.1		hypothetical protein		30411107	MCBB_RS01205	525	174	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	263552	264232	+					tpiA	30411108	MCBB_RS01210	681		old_locus_tag=MCBB_0244
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	263552	264232	+	WP_071905904.1	WP_071905904.1		triose-phosphate isomerase	tpiA	30411108	MCBB_RS01210	681	226	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	264475	265692	+						30411109	MCBB_RS01215	1218		old_locus_tag=MCBB_0245
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	264475	265692	+	WP_071905905.1	WP_071905905.1		phosphoglycerate kinase		30411109	MCBB_RS01215	1218	405	
gene	tRNA	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266035	266108	+						30411110	MCBB_RS01220	74		old_locus_tag=MCBB_0246
tRNA		GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266035	266108	+				tRNA-Thr		30411110	MCBB_RS01220	74		anticodon=TGT
gene	tRNA	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266144	266218	+						30411111	MCBB_RS01225	75		old_locus_tag=MCBB_0247
tRNA		GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266144	266218	+				tRNA-Pro		30411111	MCBB_RS01225	75		anticodon=TGG
gene	tRNA	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266227	266300	+						30411112	MCBB_RS01230	74		old_locus_tag=MCBB_0248
tRNA		GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266227	266300	+				tRNA-Tyr		30411112	MCBB_RS01230	74		anticodon=GTA
gene	tRNA	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266515	266586	+						30411113	MCBB_RS01235	72		old_locus_tag=MCBB_0249
tRNA		GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266515	266586	+				tRNA-Asp		30411113	MCBB_RS01235	72		anticodon=GTC
gene	tRNA	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266597	266670	+						30411114	MCBB_RS01240	74		old_locus_tag=MCBB_0250
tRNA		GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266597	266670	+				tRNA-Lys		30411114	MCBB_RS01240	74		anticodon=TTT
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266699	266932	+						30411115	MCBB_RS01245	234		old_locus_tag=MCBB_0251
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266699	266932	+	WP_171899062.1	WP_171899062.1		DNA-directed RNA polymerase subunit H		30411115	MCBB_RS01245	234	77	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266979	268469	+						30411116	MCBB_RS01250	1491		old_locus_tag=MCBB_0252
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	266979	268469	+	WP_071905907.1	WP_071905907.1		DNA-directed RNA polymerase subunit B''		30411116	MCBB_RS01250	1491	496	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	268852	270663	+					rpoB	30411117	MCBB_RS01255	1812		old_locus_tag=MCBB_0253
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	268852	270663	+	WP_071905908.1	WP_071905908.1		DNA-directed RNA polymerase subunit B	rpoB	30411117	MCBB_RS01255	1812	603	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	270803	273415	+						30411118	MCBB_RS01260	2613		old_locus_tag=MCBB_0254
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	270803	273415	+	WP_071905909.1	WP_071905909.1		DNA-directed RNA polymerase subunit A'		30411118	MCBB_RS01260	2613	870	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	273614	274768	+					rpoA2	30411119	MCBB_RS01265	1155		old_locus_tag=MCBB_0255
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	273614	274768	+	WP_145976045.1	WP_145976045.1		DNA-directed RNA polymerase subunit A''	rpoA2	30411119	MCBB_RS01265	1155	384	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	274780	275076	+						30411120	MCBB_RS01270	297		old_locus_tag=MCBB_0256
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	274780	275076	+	WP_071905911.1	WP_071905911.1		50S ribosomal protein L30e		30411120	MCBB_RS01270	297	98	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	275082	275513	+						30411121	MCBB_RS01275	432		old_locus_tag=MCBB_0257
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	275082	275513	+	WP_071905912.1	WP_071905912.1		NusA-like transcription termination signal-binding factor		30411121	MCBB_RS01275	432	143	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	275749	276174	+						30411122	MCBB_RS01280	426		old_locus_tag=MCBB_0258
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	275749	276174	+	WP_071905913.1	WP_071905913.1		30S ribosomal protein S12		30411122	MCBB_RS01280	426	141	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	276190	276753	+						30411123	MCBB_RS01285	564		old_locus_tag=MCBB_0259
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	276190	276753	+	WP_071905914.1	WP_071905914.1		30S ribosomal protein S7		30411123	MCBB_RS01285	564	187	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	276972	279164	+						30411124	MCBB_RS01290	2193		old_locus_tag=MCBB_0260
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	276972	279164	+	WP_071905915.1	WP_071905915.1		elongation factor EF-2		30411124	MCBB_RS01290	2193	730	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	279334	280575	+					tuf	30411125	MCBB_RS01295	1242		old_locus_tag=MCBB_0261
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	279334	280575	+	WP_071905916.1	WP_071905916.1		translation elongation factor EF-1 subunit alpha	tuf	30411125	MCBB_RS01295	1242	413	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	280658	280966	+					rpsJ	30411126	MCBB_RS01300	309		old_locus_tag=MCBB_0262
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	280658	280966	+	WP_013645952.1	WP_013645952.1		30S ribosomal protein S10	rpsJ	30411126	MCBB_RS01300	309	102	
gene	tRNA	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	281000	281084	+						30411127	MCBB_RS01305	85		old_locus_tag=MCBB_0263
tRNA		GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	281000	281084	+				tRNA-Ser		30411127	MCBB_RS01305	85		anticodon=TGA
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	281257	281733	+						30411128	MCBB_RS01310	477		old_locus_tag=MCBB_0264
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	281257	281733	+	WP_071905917.1	WP_071905917.1		hypothetical protein		30411128	MCBB_RS01310	477	158	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	281916	282599	+						30411129	MCBB_RS01315	684		old_locus_tag=MCBB_0265
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	281916	282599	+	WP_071905918.1	WP_071905918.1		alpha/beta fold hydrolase		30411129	MCBB_RS01315	684	227	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	282693	284471	-						30411130	MCBB_RS01320	1779		old_locus_tag=MCBB_0266
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	282693	284471	-	WP_071905919.1	WP_071905919.1		ATP-binding protein		30411130	MCBB_RS01320	1779	592	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	284973	286079	+						30411131	MCBB_RS01325	1107		old_locus_tag=MCBB_0268
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	284973	286079	+	WP_071905920.1	WP_071905920.1		hypothetical protein		30411131	MCBB_RS01325	1107	368	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	286336	286794	+						30411132	MCBB_RS01330	459		old_locus_tag=MCBB_0269
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	286336	286794	+	WP_071905921.1	WP_071905921.1		GyrI-like domain-containing protein		30411132	MCBB_RS01330	459	152	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	286938	287450	+						30411134	MCBB_RS01340	513		old_locus_tag=MCBB_0270
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	286938	287450	+	WP_084789731.1	WP_084789731.1		RDD family protein		30411134	MCBB_RS01340	513	170	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	287650	288477	+						30411135	MCBB_RS01345	828		old_locus_tag=MCBB_0271
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	287650	288477	+	WP_071905922.1	WP_071905922.1		hypothetical protein		30411135	MCBB_RS01345	828	275	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	288491	288988	+						30411136	MCBB_RS01350	498		old_locus_tag=MCBB_0272
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	288491	288988	+	WP_071905923.1	WP_071905923.1		MarR family transcriptional regulator		30411136	MCBB_RS01350	498	165	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	289113	289655	+						30411137	MCBB_RS01355	543		old_locus_tag=MCBB_0273
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	289113	289655	+	WP_071905924.1	WP_071905924.1		flavodoxin domain-containing protein		30411137	MCBB_RS01355	543	180	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	289713	290219	+						30411138	MCBB_RS01360	507		old_locus_tag=MCBB_0274
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	289713	290219	+	WP_071905925.1	WP_071905925.1		CDP-alcohol phosphatidyltransferase family protein		30411138	MCBB_RS01360	507	168	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	290403	291134	+						30411139	MCBB_RS01365	732		old_locus_tag=MCBB_0275
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	290403	291134	+	WP_071905926.1	WP_071905926.1		MBL fold metallo-hydrolase		30411139	MCBB_RS01365	732	243	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	291202	292446	-						30411140	MCBB_RS01370	1245		old_locus_tag=MCBB_0276
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	291202	292446	-	WP_071905927.1	WP_071905927.1		aldo/keto reductase		30411140	MCBB_RS01370	1245	414	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	292534	293094	-						30411141	MCBB_RS01375	561		old_locus_tag=MCBB_0277
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	292534	293094	-	WP_071905928.1	WP_071905928.1		TetR/AcrR family transcriptional regulator		30411141	MCBB_RS01375	561	186	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	293225	294682	-						30411142	MCBB_RS01380	1458		old_locus_tag=MCBB_0278
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	293225	294682	-	WP_071905929.1	WP_071905929.1		MFS transporter		30411142	MCBB_RS01380	1458	485	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	294728	295183	-						30411143	MCBB_RS01385	456		old_locus_tag=MCBB_0279
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	294728	295183	-	WP_071905930.1	WP_071905930.1		MarR family transcriptional regulator		30411143	MCBB_RS01385	456	151	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	295461	295955	+						30411144	MCBB_RS01390	495		old_locus_tag=MCBB_0280
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	295461	295955	+	WP_071905931.1	WP_071905931.1		TIGR00288 family NYN domain-containing protein		30411144	MCBB_RS01390	495	164	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	296107	296568	+						30411145	MCBB_RS01395	462		old_locus_tag=MCBB_0281
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	296107	296568	+	WP_071905932.1	WP_071905932.1		GyrI-like domain-containing protein		30411145	MCBB_RS01395	462	153	
gene	tRNA	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	296702	296787	+						30411146	MCBB_RS01400	86		old_locus_tag=MCBB_0282
tRNA		GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	296702	296787	+				tRNA-Ser		30411146	MCBB_RS01400	86		anticodon=CGA
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	296935	297294	-						30411147	MCBB_RS01405	360		old_locus_tag=MCBB_0283
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	296935	297294	-	WP_071905933.1	WP_071905933.1		hypothetical protein		30411147	MCBB_RS01405	360	119	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	297353	297727	-						30411148	MCBB_RS01410	375		old_locus_tag=MCBB_0284
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	297353	297727	-	WP_145975988.1	WP_145975988.1		hypothetical protein		30411148	MCBB_RS01410	375	124	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	297909	298070	-						55571379	MCBB_RS12025	162		old_locus_tag=MCBB_0285
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	297909	298070	-	WP_171899063.1	WP_171899063.1		hypothetical protein		55571379	MCBB_RS12025	162	53	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	298318	300465	+						30411150	MCBB_RS01420	2148		old_locus_tag=MCBB_0286
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	298318	300465	+	WP_084789732.1	WP_084789732.1		PAS domain S-box protein		30411150	MCBB_RS01420	2148	715	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	300548	300994	-						30411151	MCBB_RS01425	447		old_locus_tag=MCBB_0287
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	300548	300994	-	WP_071905935.1	WP_071905935.1		universal stress protein		30411151	MCBB_RS01425	447	148	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	301126	302502	-						30411152	MCBB_RS01430	1377		old_locus_tag=MCBB_0288
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	301126	302502	-	WP_071905936.1	WP_071905936.1		DASS family sodium-coupled anion symporter		30411152	MCBB_RS01430	1377	458	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	302858	303184	-						30411153	MCBB_RS01435	327		old_locus_tag=MCBB_0289
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	302858	303184	-	WP_071905937.1	WP_071905937.1		DUF5400 domain-containing protein		30411153	MCBB_RS01435	327	108	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	303195	304025	-						30411154	MCBB_RS01440	831		old_locus_tag=MCBB_0290
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	303195	304025	-	WP_071905938.1	WP_071905938.1		DsrE family protein		30411154	MCBB_RS01440	831	276	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	304029	304709	-						30411155	MCBB_RS01445	681		old_locus_tag=MCBB_0291
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	304029	304709	-	WP_071905939.1	WP_071905939.1		DUF169 domain-containing protein		30411155	MCBB_RS01445	681	226	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	304949	306559	+						30411156	MCBB_RS01450	1611		old_locus_tag=MCBB_0292
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	304949	306559	+	WP_071905940.1	WP_071905940.1		GAF domain-containing protein		30411156	MCBB_RS01450	1611	536	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	306671	307345	+						30411157	MCBB_RS01455	675		old_locus_tag=MCBB_0293
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	306671	307345	+	WP_071905941.1	WP_071905941.1		class I SAM-dependent methyltransferase		30411157	MCBB_RS01455	675	224	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	307615	307893	+						30411158	MCBB_RS01460	279		old_locus_tag=MCBB_0294
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	307615	307893	+	WP_171899064.1	WP_171899064.1		TIGR04076 family protein		30411158	MCBB_RS01460	279	92	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	308040	308498	+						30411159	MCBB_RS01465	459		old_locus_tag=MCBB_0295
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	308040	308498	+	WP_071905943.1	WP_071905943.1		GyrI-like domain-containing protein		30411159	MCBB_RS01465	459	152	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	308747	309892	-					pscS	30411160	MCBB_RS01470	1146		old_locus_tag=MCBB_0296
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	308747	309892	-	WP_071905944.1	WP_071905944.1		O-phospho-L-seryl-tRNA:Cys-tRNA synthase	pscS	30411160	MCBB_RS01470	1146	381	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	310092	310730	-						30411161	MCBB_RS01475	639		old_locus_tag=MCBB_0297
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	310092	310730	-	WP_071905945.1	WP_071905945.1		PHP domain-containing protein		30411161	MCBB_RS01475	639	212	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	310965	311981	-						30411162	MCBB_RS01480	1017		old_locus_tag=MCBB_0298
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	310965	311981	-	WP_071905946.1	WP_071905946.1		phosphorylating glyceraldehyde-3-phosphate dehydrogenase		30411162	MCBB_RS01480	1017	338	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	312310	312888	-						30411163	MCBB_RS01485	579		old_locus_tag=MCBB_0299
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	312310	312888	-	WP_071905947.1	WP_071905947.1		transglutaminase-like domain-containing protein		30411163	MCBB_RS01485	579	192	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	313532	314584	-						30411164	MCBB_RS01490	1053		old_locus_tag=MCBB_0300
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	313532	314584	-	WP_071905948.1	WP_071905948.1		DNA topoisomerase IV subunit A		30411164	MCBB_RS01490	1053	350	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	314577	316142	-					top6B	30411165	MCBB_RS01495	1566		old_locus_tag=MCBB_0301
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	314577	316142	-	WP_071905949.1	WP_071905949.1		DNA topoisomerase VI subunit B	top6B	30411165	MCBB_RS01495	1566	521	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	316262	316840	-						30411166	MCBB_RS01500	579		old_locus_tag=MCBB_0302
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	316262	316840	-	WP_071905950.1	WP_071905950.1		KH domain-containing protein		30411166	MCBB_RS01500	579	192	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	316901	317677	-						30411167	MCBB_RS01505	777		old_locus_tag=MCBB_0303
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	316901	317677	-	WP_071905951.1	WP_071905951.1		serine protein kinase RIO		30411167	MCBB_RS01505	777	258	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	317829	318134	-					eif1A	30411168	MCBB_RS01510	306		old_locus_tag=MCBB_0304
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	317829	318134	-	WP_071905952.1	WP_071905952.1		translation initiation factor eIF-1A	eif1A	30411168	MCBB_RS01510	306	101	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	318528	319781	+						30411169	MCBB_RS01515	1254		old_locus_tag=MCBB_0305
CDS	with_protein	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	318528	319781	+	WP_071905953.1	WP_071905953.1		molybdopterin molybdenumtransferase MoeA		30411169	MCBB_RS01515	1254	417	
gene	protein_coding	GCF_900095295.1	Primary Assembly	chromosome	I	NZ_LT607756.1	319886	320641	-						30411170	MCBB_RS01520	756		old_locus_tag=MCBB_0306
