# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	725777	726364	+						35125503	BK009_RS03440	588		old_locus_tag=BK009_03415
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	725777	726364	+	WP_157809693.1	WP_157809693.1		DUF1819 family protein		35125503	BK009_RS03440	588	195	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	726378	726959	+						35125504	BK009_RS03445	582		old_locus_tag=BK009_03420
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	726378	726959	+	WP_100909050.1	WP_100909050.1		DUF1788 domain-containing protein		35125504	BK009_RS03445	582	193	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	727019	730612	+					brxC	35125505	BK009_RS03450	3594		old_locus_tag=BK009_03425
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	727019	730612	+	WP_100909051.1	WP_100909051.1		BREX system P-loop protein BrxC	brxC	35125505	BK009_RS03450	3594	1197	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	730624	734193	+					pglX	35125506	BK009_RS03455	3570		old_locus_tag=BK009_03430
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	730624	734193	+	WP_100909052.1	WP_100909052.1		BREX-1 system adenine-specific DNA-methyltransferase PglX	pglX	35125506	BK009_RS03455	3570	1189	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	734254	737088	-						35125507	BK009_RS03460	2835		old_locus_tag=BK009_03435
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	734254	737088	-	WP_169923152.1	WP_169923152.1		tetratricopeptide repeat protein		35125507	BK009_RS03460	2835	944	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	737723	738691	+						70359658	BK009_RS12610	969		
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	737723	738691	+	WP_236951025.1	WP_236951025.1		transposase		70359658	BK009_RS12610	969	322	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	738846	741359	+					pglZ	35125509	BK009_RS03470	2514		old_locus_tag=BK009_03445
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	738846	741359	+	WP_100909054.1	WP_100909054.1		BREX-1 system phosphatase PglZ type A	pglZ	35125509	BK009_RS03470	2514	837	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	741385	743457	+					brxL	35125510	BK009_RS03475	2073		old_locus_tag=BK009_03450
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	741385	743457	+	WP_236951026.1	WP_236951026.1		protease Lon-related BREX system protein BrxL	brxL	35125510	BK009_RS03475	2073	690	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	743493	745616	+						35125511	BK009_RS03480	2124		old_locus_tag=BK009_03455
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	743493	745616	+	WP_100909055.1	WP_100909055.1		tetratricopeptide repeat protein		35125511	BK009_RS03480	2124	707	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	745715	746230	+						35125512	BK009_RS03485	516		old_locus_tag=BK009_03460
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	745715	746230	+	WP_100909056.1	WP_100909056.1		DUF1802 family protein		35125512	BK009_RS03485	516	171	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	746242	747246	+						35125513	BK009_RS03490	1005		old_locus_tag=BK009_03465
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	746242	747246	+	WP_100909057.1	WP_100909057.1		restriction endonuclease		35125513	BK009_RS03490	1005	334	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	747289	748239	+						35125514	BK009_RS03495	951		old_locus_tag=BK009_03470
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	747289	748239	+	WP_100909058.1	WP_100909058.1		DUF2400 family protein		35125514	BK009_RS03495	951	316	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	748221	750056	-						35125515	BK009_RS03500	1836		old_locus_tag=BK009_03475
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	748221	750056	-	WP_100909059.1	WP_100909059.1		DUF2357 domain-containing protein		35125515	BK009_RS03500	1836	611	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	750058	753042	-						35125516	BK009_RS03505	2985		old_locus_tag=BK009_03480
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	750058	753042	-	WP_100909060.1	WP_100909060.1		DUF3578 domain-containing protein		35125516	BK009_RS03505	2985	994	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	753121	754173	+						35125517	BK009_RS03510	1053		old_locus_tag=BK009_03485
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	753121	754173	+	WP_100909061.1	WP_100909061.1		hypothetical protein		35125517	BK009_RS03510	1053	350	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	754206	754997	+						35125518	BK009_RS03515	792		old_locus_tag=BK009_03490
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	754206	754997	+	WP_100909062.1	WP_100909062.1		exodeoxyribonuclease III		35125518	BK009_RS03515	792	263	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	755031	756332	+						35125519	BK009_RS03520	1302		old_locus_tag=BK009_03495
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	755031	756332	+	WP_236951027.1	WP_236951027.1		ADP-ribosylglycohydrolase family protein		35125519	BK009_RS03520	1302	433	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	756755	757411	+						35125520	BK009_RS03525	657		
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	756755	757411	+	WP_100909063.1	WP_100909063.1		zinc ribbon domain-containing protein		35125520	BK009_RS03525	657	218	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	757433	758368	+						35125521	BK009_RS03530	936		old_locus_tag=BK009_03505
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	757433	758368	+	WP_100909064.1	WP_100909064.1		M48 family metallopeptidase		35125521	BK009_RS03530	936	311	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	758628	759830	-						35125522	BK009_RS03535	1203		old_locus_tag=BK009_03510
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	758628	759830	-	WP_100909065.1	WP_100909065.1		hypothetical protein		35125522	BK009_RS03535	1203	400	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	760067	761167	+						35125523	BK009_RS03540	1101		old_locus_tag=BK009_03515
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	760067	761167	+	WP_211290143.1	WP_211290143.1		hypothetical protein		35125523	BK009_RS03540	1101	366	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	761697	762110	-					nikR	35125524	BK009_RS03545	414		old_locus_tag=BK009_03520
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	761697	762110	-	WP_100909066.1	WP_100909066.1		nickel-responsive transcriptional regulator NikR	nikR	35125524	BK009_RS03545	414	137	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	762459	763028	+						35125525	BK009_RS03550	570		old_locus_tag=BK009_03525
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	762459	763028	+	WP_157809695.1	WP_157809695.1		hypothetical protein		35125525	BK009_RS03550	570	189	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	763049	764500	-						35125526	BK009_RS03555	1452		old_locus_tag=BK009_03530
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	763049	764500	-	WP_100909068.1	WP_100909068.1		AAA family ATPase		35125526	BK009_RS03555	1452	483	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	764671	765159	+						35125527	BK009_RS03560	489		old_locus_tag=BK009_03535
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	764671	765159	+	WP_157809696.1	WP_157809696.1		helix-turn-helix domain-containing protein		35125527	BK009_RS03560	489	162	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	765423	765980	+						35125528	BK009_RS03565	558		old_locus_tag=BK009_03540
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	765423	765980	+	WP_100906223.1	WP_100906223.1		transposase		35125528	BK009_RS03565	558	185	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	766100	767332	-						35125529	BK009_RS03570	1233		old_locus_tag=BK009_03545
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	766100	767332	-	WP_100909070.1	WP_100909070.1		LL-diaminopimelate aminotransferase		35125529	BK009_RS03570	1233	410	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	767865	769265	+						35125530	BK009_RS03575	1401		old_locus_tag=BK009_03550
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	767865	769265	+	WP_100907839.1	WP_100907839.1		Mur ligase family protein		35125530	BK009_RS03575	1401	466	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	769597	771024	+						35125531	BK009_RS03580	1428		old_locus_tag=BK009_03555
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	769597	771024	+	WP_100909071.1	WP_100909071.1		hypothetical protein		35125531	BK009_RS03580	1428	475	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	771118	772608	-						35125532	BK009_RS03585	1491		old_locus_tag=BK009_03560
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	771118	772608	-	WP_100909072.1	WP_100909072.1		MBL fold metallo-hydrolase		35125532	BK009_RS03585	1491	496	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	773226	774140	+						35125533	BK009_RS03590	915		old_locus_tag=BK009_03565
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	773226	774140	+	WP_100907836.1	WP_100907836.1		HD domain-containing protein		35125533	BK009_RS03590	915	304	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	774376	774537	+						43419668	BK009_RS12355	162		
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	774376	774537	+	WP_157809495.1	WP_157809495.1		hypothetical protein		43419668	BK009_RS12355	162	53	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	775024	775239	-						35125534	BK009_RS03595	216		old_locus_tag=BK009_03570
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	775024	775239	-	WP_100906230.1	WP_100906230.1		TIGR04165 family Cys-rich peptide		35125534	BK009_RS03595	216	71	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	776203	776913	+						35125535	BK009_RS03600	711		old_locus_tag=BK009_03575
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	776203	776913	+	WP_232728026.1	WP_232728026.1		peptidoglycan-binding protein		35125535	BK009_RS03600	711	236	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	777315	777815	+						35125536	BK009_RS03605	501		old_locus_tag=BK009_03580
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	777315	777815	+	WP_100907835.1	WP_100907835.1		NUDIX domain-containing protein		35125536	BK009_RS03605	501	166	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	778011	778304	+						35125537	BK009_RS03610	294		old_locus_tag=BK009_03585
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	778011	778304	+	WP_100906232.1	WP_100906232.1		hypothetical protein		35125537	BK009_RS03610	294	97	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	778970	779767	+						35125538	BK009_RS03615	798		old_locus_tag=BK009_03590
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	778970	779767	+	WP_100909073.1	WP_100909073.1		peptidoglycan-binding protein		35125538	BK009_RS03615	798	265	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	780180	780671	+						35125539	BK009_RS03620	492		old_locus_tag=BK009_03595
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	780180	780671	+	WP_100907833.1	WP_100907833.1		hypothetical protein		35125539	BK009_RS03620	492	163	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	780802	781332	-						35125540	BK009_RS03625	531		old_locus_tag=BK009_03600
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	780802	781332	-	WP_100906235.1	WP_100906235.1		hypothetical protein		35125540	BK009_RS03625	531	176	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	781578	782078	+						35125541	BK009_RS03630	501		old_locus_tag=BK009_03605
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	781578	782078	+	WP_100906236.1	WP_100906236.1		HEPN domain-containing protein		35125541	BK009_RS03630	501	166	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	782117	782320	-						35125542	BK009_RS03635	204		old_locus_tag=BK009_03610
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	782117	782320	-	WP_100907832.1	WP_100907832.1		hypothetical protein		35125542	BK009_RS03635	204	67	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	782568	782798	-						35125543	BK009_RS03640	231		old_locus_tag=BK009_03615
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	782568	782798	-	WP_100906238.1	WP_100906238.1		hypothetical protein		35125543	BK009_RS03640	231	76	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	783277	784014	-						35125544	BK009_RS03645	738		old_locus_tag=BK009_03620
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	783277	784014	-	WP_100909074.1	WP_100909074.1		zinc ribbon domain-containing protein		35125544	BK009_RS03645	738	245	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	784709	786304	+						35125545	BK009_RS03650	1596		old_locus_tag=BK009_03625
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	784709	786304	+	WP_169923153.1	WP_169923153.1		PAS domain S-box protein		35125545	BK009_RS03650	1596	531	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	786438	786923	-						35125546	BK009_RS03655	486		old_locus_tag=BK009_03630
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	786438	786923	-	WP_157809698.1	WP_157809698.1		hypothetical protein		35125546	BK009_RS03655	486	161	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	787232	787519	-						35125547	BK009_RS03660	288		old_locus_tag=BK009_03635
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	787232	787519	-	WP_100906242.1	WP_100906242.1		hypothetical protein		35125547	BK009_RS03660	288	95	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	787825	788484	-						35125548	BK009_RS03665	660		old_locus_tag=BK009_03640
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	787825	788484	-	WP_100909077.1	WP_100909077.1		DUF998 domain-containing protein		35125548	BK009_RS03665	660	219	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	788904	790217	+						35125549	BK009_RS03670	1314		old_locus_tag=BK009_03645
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	788904	790217	+	WP_236951028.1	WP_236951028.1		MFS transporter		35125549	BK009_RS03670	1314	437	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	790332	791015	-						35125550	BK009_RS03675	684		old_locus_tag=BK009_03650
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	790332	791015	-	WP_100909079.1	WP_100909079.1		hypothetical protein		35125550	BK009_RS03675	684	227	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	791124	791573	-						35125551	BK009_RS03680	450		old_locus_tag=BK009_03655
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	791124	791573	-	WP_100906246.1	WP_100906246.1		hypothetical protein		35125551	BK009_RS03680	450	149	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	791714	792403	+						35125552	BK009_RS03685	690		old_locus_tag=BK009_03660
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	791714	792403	+	WP_236951029.1	WP_236951029.1		MFS transporter		35125552	BK009_RS03685	690	229	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	792475	792693	+						35125553	BK009_RS03690	219		old_locus_tag=BK009_03665
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	792475	792693	+	WP_100907824.1	WP_100907824.1		hypothetical protein		35125553	BK009_RS03690	219	72	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	792702	793607	-						35125554	BK009_RS03695	906		old_locus_tag=BK009_03670
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	792702	793607	-	WP_100906249.1	WP_100906249.1		M48 family metallopeptidase		35125554	BK009_RS03695	906	301	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	793620	794174	-						35125555	BK009_RS03700	555		old_locus_tag=BK009_03675
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	793620	794174	-	WP_100906250.1	WP_100906250.1		LemA family protein		35125555	BK009_RS03700	555	184	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	794601	794738	-						43419669	BK009_RS12360	138		
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	794601	794738	-	WP_157809493.1	WP_157809493.1		hypothetical protein		43419669	BK009_RS12360	138	45	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	794775	796586	-						35125556	BK009_RS03705	1812		old_locus_tag=BK009_03680
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	794775	796586	-	WP_100906759.1	WP_100906759.1		DUF2207 domain-containing protein		35125556	BK009_RS03705	1812	603	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	796627	797178	-						35125557	BK009_RS03710	552		old_locus_tag=BK009_03685
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	796627	797178	-	WP_100906251.1	WP_100906251.1		LemA family protein		35125557	BK009_RS03710	552	183	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	797437	797778	-						35125558	BK009_RS03715	342		old_locus_tag=BK009_03690
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	797437	797778	-	WP_100906252.1	WP_100906252.1		hypothetical protein		35125558	BK009_RS03715	342	113	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	797831	798538	-						35125559	BK009_RS03720	708		old_locus_tag=BK009_03695
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	797831	798538	-	WP_100906253.1	WP_100906253.1		zinc-ribbon domain-containing protein		35125559	BK009_RS03720	708	235	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	798665	799258	-					csa3	35125560	BK009_RS03725	594		old_locus_tag=BK009_03700
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	798665	799258	-	WP_100906254.1	WP_100906254.1		CRISPR-associated CARF protein Csa3	csa3	35125560	BK009_RS03725	594	197	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	799523	799858	+						35125561	BK009_RS03730	336		old_locus_tag=BK009_03705
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	799523	799858	+	WP_100906255.1	WP_100906255.1		hypothetical protein		35125561	BK009_RS03730	336	111	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	799889	800299	+						35125562	BK009_RS03735	411		old_locus_tag=BK009_03710
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	799889	800299	+	WP_100909081.1	WP_100909081.1		hypothetical protein		35125562	BK009_RS03735	411	136	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	800367	800741	+						35125563	BK009_RS03740	375		old_locus_tag=BK009_03715
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	800367	800741	+	WP_100906257.1	WP_100906257.1		response regulator		35125563	BK009_RS03740	375	124	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	800761	801738	+						35125564	BK009_RS03745	978		old_locus_tag=BK009_03720
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	800761	801738	+	WP_100907823.1	WP_100907823.1		hypothetical protein		35125564	BK009_RS03745	978	325	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	801790	802023	-						35125565	BK009_RS03750	234		old_locus_tag=BK009_03725
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	801790	802023	-	WP_100906260.1	WP_100906260.1		hypothetical protein		35125565	BK009_RS03750	234	77	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	802369	802707	+						35125566	BK009_RS03755	339		old_locus_tag=BK009_03730
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	802369	802707	+	WP_100906261.1	WP_100906261.1		hypothetical protein		35125566	BK009_RS03755	339	112	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	802760	803689	+						35125567	BK009_RS03760	930		old_locus_tag=BK009_03735
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	802760	803689	+	WP_198517186.1	WP_198517186.1		DUF4405 domain-containing protein		35125567	BK009_RS03760	930	309	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	803919	805097	-						35125568	BK009_RS03765	1179		old_locus_tag=BK009_03740
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	803919	805097	-	WP_100907821.1	WP_100907821.1		PD-(D/E)XK nuclease family protein		35125568	BK009_RS03765	1179	392	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	805116	807467	-						35125569	BK009_RS03770	2352		old_locus_tag=BK009_03745
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	805116	807467	-	WP_100909082.1	WP_100909082.1		ATP-dependent helicase		35125569	BK009_RS03770	2352	783	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	807779	807952	+						43419670	BK009_RS12365	174		
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	807779	807952	+	WP_157809699.1	WP_157809699.1		hypothetical protein		43419670	BK009_RS12365	174	57	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	807942	808199	+						35125570	BK009_RS03775	258		old_locus_tag=BK009_03750
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	807942	808199	+	WP_100909083.1	WP_100909083.1		type II toxin-antitoxin system RelE/ParE family toxin		35125570	BK009_RS03775	258	85	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	808423	808992	+						35125571	BK009_RS03780	570		old_locus_tag=BK009_03755
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	808423	808992	+	WP_100909084.1	WP_100909084.1		nucleotidyltransferase domain-containing protein		35125571	BK009_RS03780	570	189	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	808982	809167	+						64571860	BK009_RS12545	186		
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	808982	809167	+	WP_198517185.1	WP_198517185.1		hypothetical protein		64571860	BK009_RS12545	186	61	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	809176	809397	+						64571861	BK009_RS12550	222		
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	809176	809397	+	WP_204249864.1	WP_204249864.1		hypothetical protein		64571861	BK009_RS12550	222	73	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	809418	812117	-						35125573	BK009_RS03790	2700		old_locus_tag=BK009_03765
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	809418	812117	-	WP_100909085.1	WP_100909085.1		AAA family ATPase		35125573	BK009_RS03790	2700	899	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	812114	813313	-						35125574	BK009_RS03795	1200		old_locus_tag=BK009_03770
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	812114	813313	-	WP_236951049.1	WP_236951049.1		DNA repair exonuclease		35125574	BK009_RS03795	1200	399	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	813600	814319	+						35125575	BK009_RS03800	720		old_locus_tag=BK009_03775
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	813600	814319	+	WP_157809701.1	WP_157809701.1		hypothetical protein		35125575	BK009_RS03800	720	239	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	814341	814796	+						35125576	BK009_RS03805	456		old_locus_tag=BK009_03780
