# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	607651	609048	-						10668051	MSWAN_RS02815	1398		old_locus_tag=MSWAN_0563
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	607651	609048	-	WP_013825103.1	WP_013825103.1		MFS transporter		10668051	MSWAN_RS02815	1398	465	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	609338	611005	-					serB	10668052	MSWAN_RS02820	1668		old_locus_tag=MSWAN_0564
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	609338	611005	-	WP_013825104.1	WP_013825104.1		phosphoserine phosphatase SerB	serB	10668052	MSWAN_RS02820	1668	555	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	611040	611594	-						10668053	MSWAN_RS02825	555		old_locus_tag=MSWAN_0565
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	611040	611594	-	WP_013825105.1	WP_013825105.1		TATA-box-binding protein		10668053	MSWAN_RS02825	555	184	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	612233	612637	+						10668054	MSWAN_RS02830	405		old_locus_tag=MSWAN_0566
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	612233	612637	+	WP_144011540.1	WP_144011540.1		hypothetical protein		10668054	MSWAN_RS02830	405	134	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	612827	614605	+						10668055	MSWAN_RS02835	1779		old_locus_tag=MSWAN_0567
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	612827	614605	+	WP_227717005.1	WP_227717005.1		adenosylcobalamin-dependent ribonucleoside-diphosphate reductase		10668055	MSWAN_RS02835	1779	592	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	614689	615228	+					cyaB	10668056	MSWAN_RS02840	540		old_locus_tag=MSWAN_0568
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	614689	615228	+	WP_013825108.1	WP_013825108.1		class IV adenylate cyclase	cyaB	10668056	MSWAN_RS02840	540	179	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	615668	616846	+						10668057	MSWAN_RS02845	1179		old_locus_tag=MSWAN_0569
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	615668	616846	+	WP_013825109.1	WP_013825109.1		homocitrate synthase family protein		10668057	MSWAN_RS02845	1179	392	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	616942	618186	+						10668058	MSWAN_RS02850	1245		old_locus_tag=MSWAN_0570
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	616942	618186	+	WP_013825110.1	WP_013825110.1		3-isopropylmalate dehydratase large subunit		10668058	MSWAN_RS02850	1245	414	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	618188	618721	+						10668059	MSWAN_RS02855	534		old_locus_tag=MSWAN_0571
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	618188	618721	+	WP_013825111.1	WP_013825111.1		chorismate pyruvate-lyase family protein		10668059	MSWAN_RS02855	534	177	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	618798	619784	+					fen	10668060	MSWAN_RS02860	987		old_locus_tag=MSWAN_0572
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	618798	619784	+	WP_013825112.1	WP_013825112.1		flap endonuclease-1	fen	10668060	MSWAN_RS02860	987	328	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	619922	620530	-						10668061	MSWAN_RS02865	609		old_locus_tag=MSWAN_0573
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	619922	620530	-	WP_013825113.1	WP_013825113.1		DUF2119 domain-containing protein		10668061	MSWAN_RS02865	609	202	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	621096	621866	+						10668062	MSWAN_RS02870	771		old_locus_tag=MSWAN_0574
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	621096	621866	+	WP_013825114.1	WP_013825114.1		hypothetical protein		10668062	MSWAN_RS02870	771	256	
gene	tRNA	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	622032	622114	-						10668063	MSWAN_RS02875	83		old_locus_tag=MSWAN_R0013
tRNA		GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	622032	622114	-				tRNA-Leu		10668063	MSWAN_RS02875	83		anticodon=CAG
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	622418	623671	-					ahcY	10668064	MSWAN_RS02880	1254		old_locus_tag=MSWAN_0575
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	622418	623671	-	WP_013825115.1	WP_013825115.1		adenosylhomocysteinase	ahcY	10668064	MSWAN_RS02880	1254	417	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	624088	626277	-						10668065	MSWAN_RS02885	2190		old_locus_tag=MSWAN_0576
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	624088	626277	-	WP_013825116.1	WP_013825116.1		CDC48 family AAA ATPase		10668065	MSWAN_RS02885	2190	729	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	626786	628090	-						10668066	MSWAN_RS02890	1305		old_locus_tag=MSWAN_0577
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	626786	628090	-	WP_013825117.1	WP_013825117.1		prephenate dehydrogenase		10668066	MSWAN_RS02890	1305	434	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	628304	628624	-						10668067	MSWAN_RS02895	321		old_locus_tag=MSWAN_0578
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	628304	628624	-	WP_013825118.1	WP_013825118.1		hypothetical protein		10668067	MSWAN_RS02895	321	106	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	629077	630138	+						10668068	MSWAN_RS02900	1062		old_locus_tag=MSWAN_0579
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	629077	630138	+	WP_013825119.1	WP_013825119.1		mRNA surveillance protein pelota		10668068	MSWAN_RS02900	1062	353	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	630210	631136	+						10668069	MSWAN_RS02905	927		old_locus_tag=MSWAN_0580
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	630210	631136	+	WP_013825120.1	WP_013825120.1		hypothetical protein		10668069	MSWAN_RS02905	927	308	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	631466	632017	+						10668070	MSWAN_RS02910	552		old_locus_tag=MSWAN_0581
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	631466	632017	+	WP_013825121.1	WP_013825121.1		nitroreductase family protein		10668070	MSWAN_RS02910	552	183	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	632151	633323	-						10668071	MSWAN_RS02915	1173		old_locus_tag=MSWAN_0582
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	632151	633323	-	WP_013825122.1	WP_013825122.1		ABC transporter permease		10668071	MSWAN_RS02915	1173	390	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	633320	634060	-						10668072	MSWAN_RS02920	741		old_locus_tag=MSWAN_0583
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	633320	634060	-	WP_013825123.1	WP_013825123.1		ABC transporter ATP-binding protein		10668072	MSWAN_RS02920	741	246	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	634363	635163	+						10668073	MSWAN_RS02925	801		old_locus_tag=MSWAN_0584
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	634363	635163	+	WP_013825124.1	WP_013825124.1		TrmB family transcriptional regulator		10668073	MSWAN_RS02925	801	266	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	635341	636390	+						10668074	MSWAN_RS02930	1050		old_locus_tag=MSWAN_0585
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	635341	636390	+	WP_013825125.1	WP_013825125.1		glycosyltransferase		10668074	MSWAN_RS02930	1050	349	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	636429	636614	+						10668075	MSWAN_RS02935	186		old_locus_tag=MSWAN_0586
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	636429	636614	+	WP_013825126.1	WP_013825126.1		hypothetical protein		10668075	MSWAN_RS02935	186	61	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	636813	638102	-						10668076	MSWAN_RS02940	1290		old_locus_tag=MSWAN_0587
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	636813	638102	-	WP_013825127.1	WP_013825127.1		NAD(P)/FAD-dependent oxidoreductase		10668076	MSWAN_RS02940	1290	429	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	638377	638628	+						10668077	MSWAN_RS02945	252		old_locus_tag=MSWAN_0588
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	638377	638628	+	WP_013825128.1	WP_013825128.1		HypC/HybG/HupF family hydrogenase formation chaperone		10668077	MSWAN_RS02945	252	83	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	638759	639262	-						10668078	MSWAN_RS02950	504		old_locus_tag=MSWAN_0589
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	638759	639262	-	WP_013825129.1	WP_013825129.1		amino acid-binding ACT domain-containing protein		10668078	MSWAN_RS02950	504	167	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	639611	641005	+					trpE	10668079	MSWAN_RS02955	1395		old_locus_tag=MSWAN_0590
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	639611	641005	+	WP_013825130.1	WP_013825130.1		anthranilate synthase component I	trpE	10668079	MSWAN_RS02955	1395	464	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	641002	641577	+						10668080	MSWAN_RS02960	576		old_locus_tag=MSWAN_0591
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	641002	641577	+	WP_013825131.1	WP_013825131.1		aminodeoxychorismate/anthranilate synthase component II		10668080	MSWAN_RS02960	576	191	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	641574	642461	+						10668081	MSWAN_RS02965	888		old_locus_tag=MSWAN_0592
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	641574	642461	+	WP_013825132.1	WP_013825132.1		indole-3-glycerol-phosphate synthase		10668081	MSWAN_RS02965	888	295	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	642482	643177	+						10668082	MSWAN_RS02970	696		old_locus_tag=MSWAN_0593
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	642482	643177	+	WP_013825133.1	WP_013825133.1		phosphoribosylanthranilate isomerase		10668082	MSWAN_RS02970	696	231	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	643236	644417	+					trpB	10668083	MSWAN_RS02975	1182		old_locus_tag=MSWAN_0594
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	643236	644417	+	WP_013825134.1	WP_013825134.1		tryptophan synthase subunit beta	trpB	10668083	MSWAN_RS02975	1182	393	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	644414	645256	+					trpA	10668084	MSWAN_RS02980	843		old_locus_tag=MSWAN_0595
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	644414	645256	+	WP_013825135.1	WP_013825135.1		tryptophan synthase subunit alpha	trpA	10668084	MSWAN_RS02980	843	280	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	645286	646362	+					trpD	10668085	MSWAN_RS02985	1077		old_locus_tag=MSWAN_0596
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	645286	646362	+	WP_013825136.1	WP_013825136.1		anthranilate phosphoribosyltransferase	trpD	10668085	MSWAN_RS02985	1077	358	
gene	tRNA	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	646815	646887	-						10668086	MSWAN_RS02990	73		old_locus_tag=MSWAN_R0014
tRNA		GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	646815	646887	-				tRNA-Ile		10668086	MSWAN_RS02990	73		anticodon=GAT
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	647052	647597	-						10668087	MSWAN_RS02995	546		old_locus_tag=MSWAN_0597
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	647052	647597	-	WP_013825137.1	WP_013825137.1		adenylate kinase		10668087	MSWAN_RS02995	546	181	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	647598	647888	-						10668088	MSWAN_RS03000	291		old_locus_tag=MSWAN_0598
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	647598	647888	-	WP_013825138.1	WP_013825138.1		iron-sulfur cluster assembly protein		10668088	MSWAN_RS03000	291	96	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	648065	648976	-						10668089	MSWAN_RS03005	912		old_locus_tag=MSWAN_0599
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	648065	648976	-	WP_013825139.1	WP_013825139.1		DUF5591 domain-containing protein		10668089	MSWAN_RS03005	912	303	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	649310	654337	-						10668090	MSWAN_RS03010	5028		old_locus_tag=MSWAN_0600
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	649310	654337	-	WP_013825140.1	WP_013825140.1		DUF3320 domain-containing protein		10668090	MSWAN_RS03010	5028	1675	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	654858	656366	-						10668092	MSWAN_RS03015	1509		old_locus_tag=MSWAN_0602
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	654858	656366	-	WP_013825141.1	WP_013825141.1		DUF2769 domain-containing protein		10668092	MSWAN_RS03015	1509	502	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	656514	658286	-						10668093	MSWAN_RS03020	1773		old_locus_tag=MSWAN_0603
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	656514	658286	-	WP_013825142.1	WP_013825142.1		thiamine pyrophosphate-dependent enzyme		10668093	MSWAN_RS03020	1773	590	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	658591	659388	+						10668094	MSWAN_RS03025	798		old_locus_tag=MSWAN_0604
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	658591	659388	+	WP_013825143.1	WP_013825143.1		UbiA family prenyltransferase		10668094	MSWAN_RS03025	798	265	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	659698	660879	-						10668095	MSWAN_RS03030	1182		old_locus_tag=MSWAN_0605
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	659698	660879	-	WP_048188233.1	WP_048188233.1		NAD(P)/FAD-dependent oxidoreductase		10668095	MSWAN_RS03030	1182	393	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	660902	661069	-						10668096	MSWAN_RS03035	168		old_locus_tag=MSWAN_0606
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	660902	661069	-	WP_013825145.1	WP_013825145.1		4Fe-4S binding protein		10668096	MSWAN_RS03035	168	55	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	661568	662713	-						10668097	MSWAN_RS03040	1146		old_locus_tag=MSWAN_0607
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	661568	662713	-	WP_013825146.1	WP_013825146.1		TIGR04083 family peptide-modifying radical SAM enzyme		10668097	MSWAN_RS03040	1146	381	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	663053	663622	+						10668098	MSWAN_RS03045	570		old_locus_tag=MSWAN_0608
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	663053	663622	+	WP_013825147.1	WP_013825147.1		flavin reductase family protein		10668098	MSWAN_RS03045	570	189	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	663820	664200	+						10668099	MSWAN_RS03050	381		old_locus_tag=MSWAN_0609
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	663820	664200	+	WP_013825148.1	WP_013825148.1		hypothetical protein		10668099	MSWAN_RS03050	381	126	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	664426	665262	-						10668100	MSWAN_RS03055	837		old_locus_tag=MSWAN_0610
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	664426	665262	-	WP_013825149.1	WP_013825149.1		peptidoglycan-binding protein		10668100	MSWAN_RS03055	837	278	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	665894	666208	-						10668101	MSWAN_RS03060	315		old_locus_tag=MSWAN_0611
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	665894	666208	-	WP_013825150.1	WP_013825150.1		DUF2769 domain-containing protein		10668101	MSWAN_RS03060	315	104	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	666665	666961	-						10668103	MSWAN_RS03070	297		old_locus_tag=MSWAN_0613
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	666665	666961	-	WP_013825152.1	WP_013825152.1		hypothetical protein		10668103	MSWAN_RS03070	297	98	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	667148	667315	-						10668104	MSWAN_RS03075	168		old_locus_tag=MSWAN_0614
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	667148	667315	-	WP_013825153.1	WP_013825153.1		TIGR04165 family Cys-rich peptide		10668104	MSWAN_RS03075	168	55	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	667659	668183	-						10668105	MSWAN_RS03080	525		old_locus_tag=MSWAN_0615
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	667659	668183	-	WP_013825154.1	WP_013825154.1		NUDIX domain-containing protein		10668105	MSWAN_RS03080	525	174	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	668373	669077	-						10668106	MSWAN_RS03085	705		old_locus_tag=MSWAN_0616
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	668373	669077	-	WP_161597480.1	WP_161597480.1		hypothetical protein		10668106	MSWAN_RS03085	705	234	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	669623	670558	+						10668107	MSWAN_RS03090	936		old_locus_tag=MSWAN_0617
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	669623	670558	+	WP_013825155.1	WP_013825155.1		prenyltransferase		10668107	MSWAN_RS03090	936	311	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	670655	671611	+						10668108	MSWAN_RS03095	957		old_locus_tag=MSWAN_0618
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	670655	671611	+	WP_013825156.1	WP_013825156.1		prenyltransferase		10668108	MSWAN_RS03095	957	318	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	671778	672410	+						10668109	MSWAN_RS03100	633		old_locus_tag=MSWAN_0619
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	671778	672410	+	WP_013825157.1	WP_013825157.1		exopolysaccharide biosynthesis protein		10668109	MSWAN_RS03100	633	210	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	672616	672897	+					albA	10668110	MSWAN_RS03105	282		old_locus_tag=MSWAN_0620
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	672616	672897	+	WP_013825158.1	WP_013825158.1		DNA-binding protein Alba	albA	10668110	MSWAN_RS03105	282	93	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	672987	673742	-						10668111	MSWAN_RS03110	756		old_locus_tag=MSWAN_0621
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	672987	673742	-	WP_013825159.1	WP_013825159.1		hypothetical protein		10668111	MSWAN_RS03110	756	251	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	673878	674165	+						10668112	MSWAN_RS03115	288		old_locus_tag=MSWAN_0622
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	673878	674165	+	WP_013825160.1	WP_013825160.1		rubrerythrin		10668112	MSWAN_RS03115	288	95	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	674333	676279	+						10668113	MSWAN_RS03120	1947		old_locus_tag=MSWAN_0623
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	674333	676279	+	WP_013825161.1	WP_013825161.1		FAD-dependent oxidoreductase		10668113	MSWAN_RS03120	1947	648	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	676426	676605	+						10668114	MSWAN_RS03125	180		old_locus_tag=MSWAN_0624
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	676426	676605	+	WP_013825162.1	WP_013825162.1		hypothetical protein		10668114	MSWAN_RS03125	180	59	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	676723	677553	-						10668115	MSWAN_RS03130	831		old_locus_tag=MSWAN_0625
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	676723	677553	-	WP_013825163.1	WP_013825163.1		DUF2099 family protein		10668115	MSWAN_RS03130	831	276	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	677736	678518	+						10668116	MSWAN_RS03135	783		old_locus_tag=MSWAN_0626
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	677736	678518	+	WP_013825164.1	WP_013825164.1		hypothetical protein		10668116	MSWAN_RS03135	783	260	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	678961	679377	+						10668117	MSWAN_RS03140	417		old_locus_tag=MSWAN_0627
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	678961	679377	+	WP_013825165.1	WP_013825165.1		DUF5518 domain-containing protein		10668117	MSWAN_RS03140	417	138	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	679383	679817	+						10668118	MSWAN_RS03145	435		old_locus_tag=MSWAN_0628
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	679383	679817	+	WP_013825166.1	WP_013825166.1		hypothetical protein		10668118	MSWAN_RS03145	435	144	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	679867	680229	+						10668119	MSWAN_RS03150	363		old_locus_tag=MSWAN_0629
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	679867	680229	+	WP_013825167.1	WP_013825167.1		response regulator		10668119	MSWAN_RS03150	363	120	
gene	pseudogene	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	680803	682926	-					katG	10668120	MSWAN_RS03155	2124		partial;pseudo;old_locus_tag=MSWAN_0630
CDS	without_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	680803	682926	-				catalase/peroxidase HPI	katG	10668120	MSWAN_RS03155	2124		partial;pseudo
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	683575	685617	+						10668122	MSWAN_RS03165	2043		old_locus_tag=MSWAN_0632
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	683575	685617	+	WP_013825170.1	WP_013825170.1		hypothetical protein		10668122	MSWAN_RS03165	2043	680	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	685673	686380	-						10668123	MSWAN_RS03170	708		old_locus_tag=MSWAN_0633
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	685673	686380	-	WP_013825171.1	WP_013825171.1		hypothetical protein		10668123	MSWAN_RS03170	708	235	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	686487	686651	+						42441916	MSWAN_RS12700	165		old_locus_tag=MSWAN_0634
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	686487	686651	+	WP_013825172.1	WP_013825172.1		hypothetical protein		42441916	MSWAN_RS12700	165	54	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	686679	687458	-						10668125	MSWAN_RS03175	780		old_locus_tag=MSWAN_0635
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	686679	687458	-	WP_013825173.1	WP_013825173.1		hypothetical protein		10668125	MSWAN_RS03175	780	259	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	687521	688792	-						10668126	MSWAN_RS03180	1272		old_locus_tag=MSWAN_0636
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	687521	688792	-	WP_013825174.1	WP_013825174.1		hypothetical protein		10668126	MSWAN_RS03180	1272	423	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	688951	689454	+						10668127	MSWAN_RS03185	504		old_locus_tag=MSWAN_0637
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	688951	689454	+	WP_013825175.1	WP_013825175.1		hypothetical protein		10668127	MSWAN_RS03185	504	167	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	689455	690261	+						10668128	MSWAN_RS03190	807		old_locus_tag=MSWAN_0638
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	689455	690261	+	WP_013825176.1	WP_013825176.1		hypothetical protein		10668128	MSWAN_RS03190	807	268	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	690290	690796	+						10668129	MSWAN_RS03195	507		old_locus_tag=MSWAN_0639
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	690290	690796	+	WP_013825177.1	WP_013825177.1		hypothetical protein		10668129	MSWAN_RS03195	507	168	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	691248	692132	+						10668130	MSWAN_RS03200	885		old_locus_tag=MSWAN_0640
