# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	423052	423948	-						10276885	METBO_RS02270	897		old_locus_tag=Metbo_0447
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	423052	423948	-	WP_013644050.1	WP_013644050.1		UbiA family prenyltransferase		10276885	METBO_RS02270	897	298	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	424156	425859	+						24964515	METBO_RS12565	1704		old_locus_tag=Metbo_0448
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	424156	425859	+	WP_013644051.1	WP_013644051.1		PAS domain S-box protein		24964515	METBO_RS12565	1704	567	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	425973	426692	-						10276887	METBO_RS02280	720		old_locus_tag=Metbo_0449
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	425973	426692	-	WP_013644052.1	WP_013644052.1		YkgJ family cysteine cluster protein		10276887	METBO_RS02280	720	239	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	426823	428274	+						10276888	METBO_RS02285	1452		old_locus_tag=Metbo_0450
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	426823	428274	+	WP_013644053.1	WP_013644053.1		PAS domain-containing protein		10276888	METBO_RS02285	1452	483	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	428431	429783	-						10276889	METBO_RS02290	1353		old_locus_tag=Metbo_0451
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	428431	429783	-	WP_048186319.1	WP_048186319.1		DASS family sodium-coupled anion symporter		10276889	METBO_RS02290	1353	450	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	429944	430708	-						10276890	METBO_RS02295	765		old_locus_tag=Metbo_0452
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	429944	430708	-	WP_013644055.1	WP_013644055.1		ABC transporter permease		10276890	METBO_RS02295	765	254	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	430711	431652	-						10276891	METBO_RS02300	942		old_locus_tag=Metbo_0453
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	430711	431652	-	WP_013644056.1	WP_013644056.1		ATP-binding cassette domain-containing protein		10276891	METBO_RS02300	942	313	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	431846	433213	+						10276892	METBO_RS02305	1368		old_locus_tag=Metbo_0454
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	431846	433213	+	WP_013644057.1	WP_013644057.1		MBL fold metallo-hydrolase		10276892	METBO_RS02305	1368	455	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	433445	433933	+						10276893	METBO_RS02310	489		old_locus_tag=Metbo_0455
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	433445	433933	+	WP_013644058.1	WP_013644058.1		tryptophan-rich sensory protein		10276893	METBO_RS02310	489	162	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	433936	434613	-						10276894	METBO_RS02315	678		old_locus_tag=Metbo_0456
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	433936	434613	-	WP_013644059.1	WP_013644059.1		DNA alkylation repair protein		10276894	METBO_RS02315	678	225	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	434752	436530	-						59558428	METBO_RS13870	1779		old_locus_tag=Metbo_0457
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	434752	436530	-	WP_013644060.1	WP_013644060.1		hypothetical protein		59558428	METBO_RS13870	1779	592	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	436789	438069	+						10276896	METBO_RS02325	1281		old_locus_tag=Metbo_0458
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	436789	438069	+	WP_227717233.1	WP_227717233.1		tripartite tricarboxylate transporter permease		10276896	METBO_RS02325	1281	426	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	438075	439031	-						10276897	METBO_RS02330	957		old_locus_tag=Metbo_0459
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	438075	439031	-	WP_227717234.1	WP_227717234.1		50S ribosomal protein L11 methyltransferase		10276897	METBO_RS02330	957	318	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	439097	440722	+						10276898	METBO_RS02335	1626		old_locus_tag=Metbo_0460
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	439097	440722	+	WP_013644063.1	WP_013644063.1		CpaF family protein		10276898	METBO_RS02335	1626	541	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	440781	441896	+						10276899	METBO_RS02340	1116		old_locus_tag=Metbo_0461
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	440781	441896	+	WP_013644064.1	WP_013644064.1		type II secretion system F family protein		10276899	METBO_RS02340	1116	371	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	442108	444453	+					cdhA	10276900	METBO_RS02345	2346		old_locus_tag=Metbo_0462
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	442108	444453	+	WP_013644065.1	WP_013644065.1		CO dehydrogenase/acetyl-CoA synthase complex subunit alpha	cdhA	10276900	METBO_RS02345	2346	781	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	444455	444967	+					cdhB	10276901	METBO_RS02350	513		old_locus_tag=Metbo_0463
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	444455	444967	+	WP_013644066.1	WP_013644066.1		CO dehydrogenase/acetyl-CoA synthase complex subunit epsilon	cdhB	10276901	METBO_RS02350	513	170	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	445020	446426	+					cdhC	10276902	METBO_RS02355	1407		old_locus_tag=Metbo_0464
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	445020	446426	+	WP_013644067.1	WP_013644067.1		CO dehydrogenase/CO-methylating acetyl-CoA synthase complex subunit beta	cdhC	10276902	METBO_RS02355	1407	468	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	446456	447208	+						10276903	METBO_RS02360	753		old_locus_tag=Metbo_0465
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	446456	447208	+	WP_013644068.1	WP_013644068.1		AAA family ATPase		10276903	METBO_RS02360	753	250	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	447226	448386	+						10276904	METBO_RS02365	1161		old_locus_tag=Metbo_0466
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	447226	448386	+	WP_013644069.1	WP_013644069.1		acetyl-CoA decarbonylase/synthase complex subunit delta		10276904	METBO_RS02365	1161	386	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	448400	449788	+						10276905	METBO_RS02370	1389		old_locus_tag=Metbo_0467
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	448400	449788	+	WP_013644070.1	WP_013644070.1		acetyl-CoA decarbonylase/synthase complex subunit gamma		10276905	METBO_RS02370	1389	462	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	449827	450297	+						10276906	METBO_RS02375	471		old_locus_tag=Metbo_0468
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	449827	450297	+	WP_013644071.1	WP_013644071.1		4Fe-4S dicluster domain-containing protein		10276906	METBO_RS02375	471	156	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	450360	450935	-						24876016	METBO_RS02380	576		old_locus_tag=Metbo_0469
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	450360	450935	-	WP_013644072.1	WP_013644072.1		MGMT family protein		24876016	METBO_RS02380	576	191	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	451011	452381	-						10276908	METBO_RS02385	1371		old_locus_tag=Metbo_0470
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	451011	452381	-	WP_013644073.1	WP_013644073.1		HEAT repeat domain-containing protein		10276908	METBO_RS02385	1371	456	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	452529	453689	-						10276909	METBO_RS02390	1161		old_locus_tag=Metbo_0471
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	452529	453689	-	WP_227717235.1	WP_227717235.1		NAD(P)/FAD-dependent oxidoreductase		10276909	METBO_RS02390	1161	386	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	453679	453855	-						10276910	METBO_RS02395	177		old_locus_tag=Metbo_0472
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	453679	453855	-	WP_013644075.1	WP_013644075.1		4Fe-4S binding protein		10276910	METBO_RS02395	177	58	
gene	tRNA	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	454075	454158	+						10276911	METBO_RS02400	84		old_locus_tag=Metbo_R0017
tRNA		GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	454075	454158	+				tRNA-Leu		10276911	METBO_RS02400	84		anticodon=TAA
gene	tRNA	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	454228	454299	+						10276912	METBO_RS02405	72		old_locus_tag=Metbo_R0018
tRNA		GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	454228	454299	+				tRNA-Thr		10276912	METBO_RS02405	72		anticodon=GGT
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	454380	455186	+						10276913	METBO_RS02410	807		old_locus_tag=Metbo_0473
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	454380	455186	+	WP_048186320.1	WP_048186320.1		metallophosphoesterase		10276913	METBO_RS02410	807	268	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	455389	456093	+						10276914	METBO_RS02415	705		old_locus_tag=Metbo_0474
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	455389	456093	+	WP_048186321.1	WP_048186321.1		hypothetical protein		10276914	METBO_RS02415	705	234	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	456094	456993	+						10276915	METBO_RS02420	900		old_locus_tag=Metbo_0475
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	456094	456993	+	WP_013644078.1	WP_013644078.1		winged helix-turn-helix transcriptional regulator		10276915	METBO_RS02420	900	299	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	457139	457918	-						10276916	METBO_RS02425	780		old_locus_tag=Metbo_0476
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	457139	457918	-	WP_013644079.1	WP_013644079.1		citryl-CoA lyase		10276916	METBO_RS02425	780	259	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	458182	459027	+						10276917	METBO_RS02430	846		old_locus_tag=Metbo_0477
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	458182	459027	+	WP_013644080.1	WP_013644080.1		phosphate ABC transporter substrate-binding protein		10276917	METBO_RS02430	846	281	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	459285	460160	+					pstC	10276918	METBO_RS02435	876		old_locus_tag=Metbo_0478
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	459285	460160	+	WP_013644081.1	WP_013644081.1		phosphate ABC transporter permease subunit PstC	pstC	10276918	METBO_RS02435	876	291	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	460216	461064	+					pstA	10276919	METBO_RS02440	849		old_locus_tag=Metbo_0479
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	460216	461064	+	WP_013644082.1	WP_013644082.1		phosphate ABC transporter permease PstA	pstA	10276919	METBO_RS02440	849	282	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	461067	461822	+					pstB	10276920	METBO_RS02445	756		old_locus_tag=Metbo_0480
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	461067	461822	+	WP_013644083.1	WP_013644083.1		phosphate ABC transporter ATP-binding protein PstB	pstB	10276920	METBO_RS02445	756	251	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	461840	462508	+						10276921	METBO_RS02450	669		old_locus_tag=Metbo_0481
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	461840	462508	+	WP_013644084.1	WP_013644084.1		phosphate uptake regulator PhoU		10276921	METBO_RS02450	669	222	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	462514	462954	+						10276922	METBO_RS02455	441		old_locus_tag=Metbo_0482
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	462514	462954	+	WP_013644085.1	WP_013644085.1		hypothetical protein		10276922	METBO_RS02455	441	146	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	462971	463675	+					phoU	10276923	METBO_RS02460	705		old_locus_tag=Metbo_0483
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	462971	463675	+	WP_013644086.1	WP_013644086.1		phosphate signaling complex protein PhoU	phoU	10276923	METBO_RS02460	705	234	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	463798	464646	-						10276924	METBO_RS02465	849		old_locus_tag=Metbo_0484
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	463798	464646	-	WP_013644087.1	WP_013644087.1		fumarate hydratase		10276924	METBO_RS02465	849	282	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	464941	465372	-						10276925	METBO_RS02470	432		old_locus_tag=Metbo_0485
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	464941	465372	-	WP_013644088.1	WP_013644088.1		4Fe-4S binding protein		10276925	METBO_RS02470	432	143	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	465374	465874	-						10276926	METBO_RS02475	501		old_locus_tag=Metbo_0486
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	465374	465874	-	WP_013644089.1	WP_013644089.1		4Fe-4S dicluster domain-containing protein		10276926	METBO_RS02475	501	166	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	465886	466752	-						10276927	METBO_RS02480	867		old_locus_tag=Metbo_0487
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	465886	466752	-	WP_013644090.1	WP_013644090.1		pyruvate synthase subunit beta		10276927	METBO_RS02480	867	288	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	466754	467902	-					porA	10276928	METBO_RS02485	1149		old_locus_tag=Metbo_0488
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	466754	467902	-	WP_013644091.1	WP_013644091.1		2-ketoisovalerate ferredoxin oxidoreductase subunit alpha	porA	10276928	METBO_RS02485	1149	382	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	467905	468147	-						10276929	METBO_RS02490	243		old_locus_tag=Metbo_0489
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	467905	468147	-	WP_013644092.1	WP_013644092.1		4Fe-4S binding protein		10276929	METBO_RS02490	243	80	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	468174	468707	-						10276930	METBO_RS02495	534		old_locus_tag=Metbo_0490
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	468174	468707	-	WP_013644093.1	WP_013644093.1		pyruvate ferredoxin oxidoreductase subunit gamma		10276930	METBO_RS02495	534	177	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	468820	470427	+						10276931	METBO_RS02500	1608		old_locus_tag=Metbo_0491
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	468820	470427	+	WP_013644094.1	WP_013644094.1		dihydropteroate synthase-like protein		10276931	METBO_RS02500	1608	535	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	470461	471396	+						10276932	METBO_RS02505	936		old_locus_tag=Metbo_0492
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	470461	471396	+	WP_013644095.1	WP_013644095.1		TIGR00269 family protein		10276932	METBO_RS02505	936	311	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	471466	471666	+						10276933	METBO_RS02510	201		old_locus_tag=Metbo_0493
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	471466	471666	+	WP_013644096.1	WP_013644096.1		MoaD/ThiS family protein		10276933	METBO_RS02510	201	66	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	471717	472730	+						10276934	METBO_RS02515	1014		old_locus_tag=Metbo_0494
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	471717	472730	+	WP_013644097.1	WP_013644097.1		site-2 protease family protein		10276934	METBO_RS02515	1014	337	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	472805	473677	+						10276935	METBO_RS02520	873		old_locus_tag=Metbo_0495
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	472805	473677	+	WP_013644098.1	WP_013644098.1		ARMT1-like domain-containing protein		10276935	METBO_RS02520	873	290	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	473810	474259	+						10276936	METBO_RS02525	450		old_locus_tag=Metbo_0496
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	473810	474259	+	WP_013644099.1	WP_013644099.1		thioredoxin family protein		10276936	METBO_RS02525	450	149	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	474267	474875	+						10276937	METBO_RS02530	609		old_locus_tag=Metbo_0497
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	474267	474875	+	WP_013644100.1	WP_013644100.1		cytochrome c biogenesis CcdA family protein		10276937	METBO_RS02530	609	202	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	474930	475757	+						10276938	METBO_RS02535	828		old_locus_tag=Metbo_0498
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	474930	475757	+	WP_013644101.1	WP_013644101.1		DUF1932 domain-containing protein		10276938	METBO_RS02535	828	275	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	475855	476046	+						10276939	METBO_RS02540	192		old_locus_tag=Metbo_0499
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	475855	476046	+	WP_013644102.1	WP_013644102.1		hypothetical protein		10276939	METBO_RS02540	192	63	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	476450	477877	+						10276941	METBO_RS02545	1428		old_locus_tag=Metbo_0501
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	476450	477877	+	WP_013644104.1	WP_013644104.1		MATE family efflux transporter		10276941	METBO_RS02545	1428	475	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	477960	479252	-						10276942	METBO_RS02550	1293		old_locus_tag=Metbo_0502
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	477960	479252	-	WP_013644105.1	WP_013644105.1		adenylyltransferase/cytidyltransferase family protein		10276942	METBO_RS02550	1293	430	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	479430	480683	-						10276943	METBO_RS02555	1254		old_locus_tag=Metbo_0503
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	479430	480683	-	WP_013644106.1	WP_013644106.1		threonine/serine exporter family protein		10276943	METBO_RS02555	1254	417	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	480730	481797	-						10276944	METBO_RS02560	1068		old_locus_tag=Metbo_0504
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	480730	481797	-	WP_013644107.1	WP_013644107.1		archaeosine biosynthesis radical SAM protein RaSEA		10276944	METBO_RS02560	1068	355	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	482071	483387	-						10276945	METBO_RS02565	1317		old_locus_tag=Metbo_0505
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	482071	483387	-	WP_013644108.1	WP_013644108.1		ATP-binding protein		10276945	METBO_RS02565	1317	438	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	483766	484653	+						10276946	METBO_RS02570	888		old_locus_tag=Metbo_0506
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	483766	484653	+	WP_013644109.1	WP_013644109.1		radical SAM protein		10276946	METBO_RS02570	888	295	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	484759	486111	-						25394712	METBO_RS12915	1353		old_locus_tag=Metbo_0507
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	484759	486111	-	WP_052296782.1	WP_052296782.1		PAS domain S-box protein		25394712	METBO_RS12915	1353	450	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	486276	487868	-					atwA	10276948	METBO_RS02580	1593		old_locus_tag=Metbo_0508
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	486276	487868	-	WP_013644111.1	WP_013644111.1		methyl coenzyme M reductase system, component A2	atwA	10276948	METBO_RS02580	1593	530	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	487911	488522	-						10276949	METBO_RS02585	612		old_locus_tag=Metbo_0509
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	487911	488522	-	WP_013644112.1	WP_013644112.1		DUF134 domain-containing protein		10276949	METBO_RS02585	612	203	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	488741	489706	-					mer	10276950	METBO_RS02590	966		old_locus_tag=Metbo_0510
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	488741	489706	-	WP_013644113.1	WP_013644113.1		5,10-methylenetetrahydromethanopterin reductase	mer	10276950	METBO_RS02590	966	321	
gene	rRNA	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	490459	491943	+						10276951	METBO_RS02595	1485		old_locus_tag=Metbo_R0019
rRNA		GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	490459	491943	+				16S ribosomal RNA		10276951	METBO_RS02595	1485		
gene	tRNA	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	492029	492102	+						10276952	METBO_RS02600	74		old_locus_tag=Metbo_R0020
tRNA		GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	492029	492102	+				tRNA-Ala		10276952	METBO_RS02600	74		anticodon=TGC
gene	rRNA	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	492357	495330	+						10276953	METBO_RS02605	2974		old_locus_tag=Metbo_R0021
rRNA		GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	492357	495330	+				23S ribosomal RNA		10276953	METBO_RS02605	2974		
gene	rRNA	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	495551	495671	+					rrf	10276954	METBO_RS02610	121		old_locus_tag=Metbo_R0022
rRNA		GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	495551	495671	+				5S ribosomal RNA	rrf	10276954	METBO_RS02610	121		
gene	rRNA	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	495785	495905	+					rrf	10276955	METBO_RS02615	121		old_locus_tag=Metbo_R0023
rRNA		GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	495785	495905	+				5S ribosomal RNA	rrf	10276955	METBO_RS02615	121		
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	496477	496881	-						10276956	METBO_RS02620	405		old_locus_tag=Metbo_0511
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	496477	496881	-	WP_013644114.1	WP_013644114.1		universal stress protein		10276956	METBO_RS02620	405	134	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	496958	498850	-						10276957	METBO_RS02625	1893		old_locus_tag=Metbo_0512
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	496958	498850	-	WP_013644115.1	WP_013644115.1		DNA mismatch repair protein MutS		10276957	METBO_RS02625	1893	630	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	499172	499978	+						10276958	METBO_RS02630	807		old_locus_tag=Metbo_0513
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	499172	499978	+	WP_013644116.1	WP_013644116.1		sulfite exporter TauE/SafE family protein		10276958	METBO_RS02630	807	268	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	500017	502263	-						10276959	METBO_RS02635	2247		old_locus_tag=Metbo_0514
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	500017	502263	-	WP_013644117.1	WP_013644117.1		HEAT repeat domain-containing protein		10276959	METBO_RS02635	2247	748	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	502366	505020	-						10276960	METBO_RS02640	2655		old_locus_tag=Metbo_0515
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	502366	505020	-	WP_013644118.1	WP_013644118.1		U32 family peptidase		10276960	METBO_RS02640	2655	884	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	505151	505993	+						10276961	METBO_RS02645	843		old_locus_tag=Metbo_0516
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	505151	505993	+	WP_013644119.1	WP_013644119.1		UbiA family prenyltransferase		10276961	METBO_RS02645	843	280	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	506007	506411	+					tsaA	10276962	METBO_RS02650	405		old_locus_tag=Metbo_0517
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	506007	506411	+	WP_013644120.1	WP_013644120.1		tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	tsaA	10276962	METBO_RS02650	405	134	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	506413	507951	-						10276963	METBO_RS02655	1539		old_locus_tag=Metbo_0518
